12 N(3) P(1) - 0
A, 0.0, 108.0, 93.0, 86.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
B, 90.0, 0.0, 78.0, 79.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
C, 96.0, 80.0, 0.0, 96.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
D, 96.0, 85.0, 74.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
E, 0.0, 0.0, 0.0, 0.0, 0.0, 77.0, 83.0, 92.0, 0.0, 0.0, 0.0, 0.0
F, 0.0, 0.0, 0.0, 0.0, 97.0, 0.0, 102.0, 97.0, 0.0, 0.0, 0.0, 0.0
G, 0.0, 0.0, 0.0, 0.0, 90.0, 87.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0
H, 0.0, 0.0, 0.0, 0.0, 100.0, 89.0, 97.0, 0.0, 0.0, 0.0, 0.0, 0.0
I, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 89.0, 91.0, 82.0
J, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 79.0, 74.0
K, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 96.0, 93.0, 0.0, 95.0
L, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70.0, 93.0, 86.0, 0.0
12 N(3) P(1) - 1
A, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 96.0, 0.0, 0.0, 76.0, 89.0
B, 0.0, 0.0, 0.0, 106.0, 0.0, 90.0, 86.0, 0.0, 0.0, 0.0, 0.0, 0.0
C, 0.0, 0.0, 0.0, 0.0, 93.0, 0.0, 0.0, 0.0, 100.0, 80.0, 0.0, 0.0
D, 0.0, 77.0, 0.0, 0.0, 0.0, 77.0, 86.0, 0.0, 0.0, 0.0, 0.0, 0.0
E, 0.0, 0.0, 86.0, 0.0, 0.0, 0.0, 0.0, 0.0, 88.0, 93.0, 0.0, 0.0
F, 0.0, 83.0, 0.0, 104.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0
G, 0.0, 85.0, 0.0, 97.0, 0.0, 89.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
H, 83.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 106.0, 98.0
I, 0.0, 0.0, 94.0, 0.0, 84.0, 0.0, 0.0, 0.0, 0.0, 94.0, 0.0, 0.0
J, 0.0, 0.0, 98.0, 0.0, 91.0, 0.0, 0.0, 0.0, 72.0, 0.0, 0.0, 0.0
K, 87.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 72.0, 0.0, 0.0, 0.0, 81.0
L, 89.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 86.0, 0.0, 0.0, 94.0, 0.0
12 N(3) P(0.8) - 0
A, 0.0, 68.0, 75.0, 67.0, 5.0, 8.0, 6.0, 10.0, 1.0, 6.0, 3.0, 4.0
B, 78.0, 0.0, 81.0, 81.0, 5.0, 2.0, 6.0, 2.0, 3.0, 4.0, 9.0, 4.0
C, 84.0, 82.0, 0.0, 67.0, 5.0, 6.0, 4.0, 8.0, 2.0, 3.0, 4.0, 4.0
D, 73.0, 83.0, 81.0, 0.0, 2.0, 6.0, 4.0, 3.0, 5.0, 6.0, 7.0, 3.0
E, 8.0, 5.0, 6.0, 4.0, 0.0, 87.0, 70.0, 84.0, 4.0, 9.0, 2.0, 9.0
F, 8.0, 3.0, 4.0, 2.0, 75.0, 0.0, 78.0, 92.0, 7.0, 6.0, 4.0, 3.0
G, 6.0, 5.0, 5.0, 3.0, 75.0, 78.0, 0.0, 63.0, 5.0, 6.0, 2.0, 4.0
H, 3.0, 6.0, 4.0, 5.0, 70.0, 78.0, 83.0, 0.0, 7.0, 4.0, 4.0, 3.0
I, 3.0, 5.0, 4.0, 6.0, 5.0, 6.0, 4.0, 4.0, 0.0, 60.0, 77.0, 70.0
J, 10.0, 6.0, 6.0, 6.0, 7.0, 2.0, 3.0, 2.0, 77.0, 0.0, 76.0, 81.0
K, 3.0, 3.0, 1.0, 1.0, 4.0, 3.0, 7.0, 5.0, 66.0, 75.0, 0.0, 61.0
L, 8.0, 4.0, 4.0, 0.0, 2.0, 1.0, 4.0, 3.0, 85.0, 86.0, 95.0, 0.0
12 N(3) P(0.8) - 1
A, 0.0, 3.0, 4.0, 7.0, 4.0, 1.0, 67.0, 69.0, 8.0, 77.0, 7.0, 4.0
B, 5.0, 0.0, 60.0, 81.0, 5.0, 8.0, 8.0, 3.0, 4.0, 10.0, 67.0, 6.0
C, 3.0, 76.0, 0.0, 74.0, 3.0, 5.0, 3.0, 6.0, 4.0, 8.0, 75.0, 5.0
D, 4.0, 75.0, 76.0, 0.0, 6.0, 3.0, 4.0, 5.0, 4.0, 1.0, 71.0, 6.0
E, 7.0, 4.0, 5.0, 5.0, 0.0, 76.0, 4.0, 4.0, 99.0, 2.0, 6.0, 72.0
F, 3.0, 11.0, 6.0, 9.0, 86.0, 0.0, 1.0, 7.0, 78.0, 7.0, 5.0, 85.0
G, 76.0, 5.0, 10.0, 1.0, 3.0, 6.0, 0.0, 61.0, 3.0, 77.0, 6.0, 9.0
H, 68.0, 5.0, 9.0, 8.0, 3.0, 7.0, 96.0, 0.0, 3.0, 64.0, 2.0, 2.0
I, 3.0, 5.0, 4.0, 4.0, 87.0, 79.0, 3.0, 2.0, 0.0, 6.0, 6.0, 68.0
J, 86.0, 3.0, 2.0, 1.0, 5.0, 5.0, 78.0, 84.0, 1.0, 0.0, 7.0, 1.0
K, 4.0, 80.0, 76.0, 76.0, 9.0, 9.0, 4.0, 7.0, 5.0, 2.0, 0.0, 6.0
L, 2.0, 5.0, 10.0, 6.0, 56.0, 66.0, 5.0, 8.0, 81.0, 6.0, 6.0, 0.0
12 N(3) P(0.5) - 0
A, 0.0, 57.0, 54.0, 35.0, 16.0, 11.0, 14.0, 11.0, 7.0, 21.0, 21.0, 13.0
B, 60.0, 0.0, 68.0, 65.0, 10.0, 14.0, 16.0, 19.0, 9.0, 11.0, 12.0, 11.0
C, 69.0, 64.0, 0.0, 54.0, 12.0, 5.0, 13.0, 10.0, 11.0, 17.0, 12.0, 9.0
D, 71.0, 51.0, 54.0, 0.0, 14.0, 9.0, 9.0, 10.0, 12.0, 12.0, 17.0, 14.0
E, 12.0, 15.0, 22.0, 20.0, 0.0, 57.0, 52.0, 56.0, 9.0, 7.0, 7.0, 3.0
F, 13.0, 10.0, 17.0, 12.0, 55.0, 0.0, 55.0, 54.0, 9.0, 10.0, 9.0, 6.0
G, 14.0, 8.0, 8.0, 12.0, 52.0, 41.0, 0.0, 61.0, 18.0, 6.0, 11.0, 12.0
H, 9.0, 12.0, 10.0, 11.0, 52.0, 55.0, 73.0, 0.0, 13.0, 14.0, 15.0, 11.0
I, 18.0, 8.0, 13.0, 11.0, 11.0, 7.0, 12.0, 13.0, 0.0, 59.0, 57.0, 47.0
J, 16.0, 11.0, 8.0, 8.0, 12.0, 15.0, 12.0, 13.0, 77.0, 0.0, 54.0, 54.0
K, 18.0, 17.0, 16.0, 7.0, 10.0, 12.0, 13.0, 6.0, 56.0, 59.0, 0.0, 63.0
L, 12.0, 15.0, 8.0, 9.0, 14.0, 8.0, 10.0, 7.0, 60.0, 51.0, 61.0, 0.0
12 N(3) P(0.5) - 1
A, 0.0, 8.0, 60.0, 11.0, 13.0, 9.0, 9.0, 38.0, 9.0, 49.0, 13.0, 10.0
B, 13.0, 0.0, 12.0, 17.0, 9.0, 11.0, 19.0, 6.0, 53.0, 13.0, 44.0, 55.0
C, 58.0, 8.0, 0.0, 14.0, 9.0, 15.0, 16.0, 67.0, 9.0, 58.0, 20.0, 13.0
D, 14.0, 10.0, 14.0, 0.0, 71.0, 46.0, 56.0, 10.0, 11.0, 13.0, 13.0, 16.0
E, 13.0, 12.0, 10.0, 76.0, 0.0, 64.0, 48.0, 16.0, 14.0, 15.0, 10.0, 13.0
