9 N(3) P(1) - 0
AA, 0.0, 113.0, 132.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AB, 150.0, 0.0, 143.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AC, 135.0, 147.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AD, 0.0, 0.0, 0.0, 0.0, 152.0, 143.0, 0.0, 0.0, 0.0
AE, 0.0, 0.0, 0.0, 151.0, 0.0, 137.0, 0.0, 0.0, 0.0
AF, 0.0, 0.0, 0.0, 122.0, 159.0, 0.0, 0.0, 0.0, 0.0
AG, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 134.0, 129.0
AH, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 138.0, 0.0, 133.0
AI, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 136.0, 146.0, 0.0
9 N(3) P(1) - 1
AJ, 0.0, 0.0, 134.0, 0.0, 0.0, 0.0, 0.0, 142.0, 0.0
AK, 0.0, 0.0, 0.0, 0.0, 0.0, 136.0, 0.0, 0.0, 130.0
AL, 123.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 149.0, 0.0
AM, 0.0, 0.0, 0.0, 0.0, 142.0, 0.0, 156.0, 0.0, 0.0
AN, 0.0, 0.0, 0.0, 136.0, 0.0, 0.0, 143.0, 0.0, 0.0
AO, 0.0, 140.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 154.0
AP, 0.0, 0.0, 0.0, 131.0, 142.0, 0.0, 0.0, 0.0, 0.0
AQ, 139.0, 0.0, 122.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AR, 0.0, 130.0, 0.0, 0.0, 0.0, 151.0, 0.0, 0.0, 0.0
9 N(3) P(0.8) - 0
AS, 0.0, 126.0, 106.0, 7.0, 4.0, 8.0, 9.0, 7.0, 7.0
AT, 121.0, 0.0, 119.0, 5.0, 8.0, 4.0, 8.0, 3.0, 8.0
AU, 126.0, 117.0, 0.0, 4.0, 10.0, 6.0, 7.0, 8.0, 10.0
AV, 6.0, 6.0, 6.0, 0.0, 129.0, 118.0, 5.0, 10.0, 6.0
AW, 6.0, 9.0, 5.0, 138.0, 0.0, 127.0, 4.0, 10.0, 4.0
AX, 10.0, 3.0, 10.0, 100.0, 116.0, 0.0, 2.0, 10.0, 4.0
AY, 6.0, 9.0, 6.0, 7.0, 7.0, 6.0, 0.0, 112.0, 117.0
AZ, 4.0, 8.0, 6.0, 9.0, 3.0, 3.0, 119.0, 0.0, 115.0
BA, 6.0, 9.0, 5.0, 8.0, 8.0, 5.0, 119.0, 121.0, 0.0
9 N(3) P(0.8) - 1
BB, 0.0, 8.0, 8.0, 10.0, 6.0, 10.0, 105.0, 123.0, 3.0
BC, 10.0, 0.0, 4.0, 123.0, 5.0, 120.0, 7.0, 9.0, 4.0
BD, 7.0, 5.0, 0.0, 11.0, 130.0, 13.0, 10.0, 6.0, 115.0
BE, 8.0, 122.0, 7.0, 0.0, 6.0, 100.0, 8.0, 9.0, 7.0
BF, 2.0, 4.0, 106.0, 4.0, 0.0, 5.0, 9.0, 7.0, 121.0
BG, 6.0, 127.0, 5.0, 96.0, 8.0, 0.0, 8.0, 6.0, 11.0
BH, 138.0, 2.0, 5.0, 13.0, 7.0, 5.0, 0.0, 122.0, 2.0
BI, 129.0, 3.0, 8.0, 9.0, 6.0, 7.0, 128.0, 0.0, 2.0
BJ, 13.0, 9.0, 125.0, 3.0, 101.0, 10.0, 3.0, 6.0, 0.0
9 N(3) P(0.5) - 0
BK, 0.0, 77.0, 80.0, 12.0, 18.0, 18.0, 13.0, 22.0, 15.0
BL, 92.0, 0.0, 78.0, 19.0, 9.0, 23.0, 19.0, 20.0, 23.0
BM, 95.0, 90.0, 0.0, 17.0, 22.0, 10.0, 21.0, 16.0, 16.0
BN, 21.0, 17.0, 17.0, 0.0, 87.0, 79.0, 13.0, 26.0, 12.0
BO, 21.0, 24.0, 17.0, 94.0, 0.0, 84.0, 18.0, 26.0, 27.0
BP, 22.0, 20.0, 16.0, 91.0, 80.0, 0.0, 12.0, 23.0, 21.0
BQ, 20.0, 12.0, 22.0, 17.0, 23.0, 14.0, 0.0, 77.0, 79.0
BR, 16.0, 11.0, 16.0, 15.0, 14.0, 16.0, 82.0, 0.0, 85.0
BS, 17.0, 17.0, 21.0, 12.0, 19.0, 14.0, 87.0, 101.0, 0.0
9 N(3) P(0.5) - 1
BT, 0.0, 102.0, 15.0, 15.0, 12.0, 9.0, 17.0, 92.0, 21.0
BU, 93.0, 0.0, 17.0, 10.0, 18.0, 12.0, 20.0, 81.0, 20.0
BV, 21.0, 21.0, 0.0, 15.0, 92.0, 14.0, 78.0, 17.0, 14.0
BW, 14.0, 13.0, 20.0, 0.0, 17.0, 87.0, 22.0, 16.0, 80.0
BX, 14.0, 20.0, 98.0, 23.0, 0.0, 15.0, 83.0, 19.0, 13.0
BY, 16.0, 11.0, 20.0, 79.0, 20.0, 0.0, 18.0, 18.0, 94.0
BZ, 13.0, 13.0, 90.0, 12.0, 95.0, 26.0, 0.0, 8.0, 22.0
CA, 95.0, 80.0, 19.0, 19.0, 13.0, 24.0, 17.0, 0.0, 10.0
CB, 21.0, 20.0, 22.0, 82.0, 17.0, 88.0, 16.0, 22.0, 0.0
9 N(3) P(0.2) - 0
CC, 0.0, 62.0, 63.0, 30.0, 34.0, 28.0, 24.0, 28.0, 22.0
CD, 54.0, 0.0, 48.0, 21.0, 35.0, 25.0, 40.0, 29.0, 26.0
CE, 55.0, 56.0, 0.0, 24.0, 23.0, 24.0, 31.0, 31.0, 25.0
CF, 29.0, 17.0, 27.0, 0.0, 56.0, 48.0, 32.0, 29.0, 32.0
CG, 21.0, 37.0, 34.0, 60.0, 0.0, 48.0, 29.0, 33.0, 20.0
CH, 29.0, 27.0, 27.0, 55.0, 52.0, 0.0, 25.0, 31.0, 25.0
CI, 16.0, 40.0, 26.0, 22.0, 32.0, 27.0, 0.0, 54.0, 64.0
CJ, 33.0, 41.0, 24.0, 20.0, 25.0, 29.0, 56.0, 0.0, 51.0
CK, 24.0, 30.0, 34.0, 28.0, 28.0, 27.0, 59.0, 49.0, 0.0
9 N(3) P(0.2) - 1
CL, 0.0, 34.0, 57.0, 52.0, 27.0, 24.0, 31.0, 31.0, 25.0
CM, 31.0, 0.0, 33.0, 38.0, 62.0, 35.0, 26.0, 61.0, 16.0
CN, 72.0, 26.0, 0.0, 46.0, 33.0, 33.0, 24.0, 23.0, 31.0
CO, 45.0, 22.0, 55.0, 0.0, 26.0, 28.0, 26.0, 26.0, 28.0
CP, 29.0, 58.0, 30.0, 28.0, 0.0, 18.0, 24.0, 63.0, 33.0
CQ, 33.0, 25.0, 32.0, 30.0, 20.0, 0.0, 51.0, 27.0, 44.0
CR, 36.0, 33.0, 36.0, 24.0, 24.0, 57.0, 0.0, 23.0, 43.0
CS, 28.0, 44.0, 30.0, 22.0, 73.0, 29.0, 27.0, 0.0, 22.0
CT, 21.0, 32.0, 32.0, 29.0, 29.0, 47.0, 57.0, 30.0, 0.0
