12 N(3) P(1) - 0
AA, 0.0, 78.0, 116.0, 95.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AB, 96.0, 0.0, 63.0, 73.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AC, 77.0, 92.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AD, 94.0, 80.0, 95.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AE, 0.0, 0.0, 0.0, 0.0, 0.0, 83.0, 88.0, 103.0, 0.0, 0.0, 0.0, 0.0
AF, 0.0, 0.0, 0.0, 0.0, 81.0, 0.0, 103.0, 78.0, 0.0, 0.0, 0.0, 0.0
AG, 0.0, 0.0, 0.0, 0.0, 99.0, 76.0, 0.0, 92.0, 0.0, 0.0, 0.0, 0.0
AH, 0.0, 0.0, 0.0, 0.0, 90.0, 106.0, 96.0, 0.0, 0.0, 0.0, 0.0, 0.0
AI, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 101.0, 78.0, 84.0
AJ, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 95.0, 0.0, 71.0, 92.0
AK, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 92.0, 81.0, 0.0, 102.0
AL, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 94.0, 96.0, 79.0, 0.0
12 N(3) P(1) - 1
AM, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 86.0, 91.0, 0.0, 0.0, 92.0
AN, 0.0, 0.0, 0.0, 0.0, 0.0, 87.0, 0.0, 0.0, 0.0, 94.0, 80.0, 0.0
AO, 0.0, 0.0, 0.0, 75.0, 86.0, 0.0, 93.0, 0.0, 0.0, 0.0, 0.0, 0.0
AP, 0.0, 0.0, 75.0, 0.0, 106.0, 0.0, 89.0, 0.0, 0.0, 0.0, 0.0, 0.0
AQ, 0.0, 0.0, 88.0, 97.0, 0.0, 0.0, 93.0, 0.0, 0.0, 0.0, 0.0, 0.0
AR, 0.0, 76.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 83.0, 82.0, 0.0
AS, 0.0, 0.0, 107.0, 90.0, 73.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
AT, 92.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 95.0, 0.0, 0.0, 85.0
AU, 101.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 87.0, 0.0, 0.0, 0.0, 89.0
AV, 0.0, 90.0, 0.0, 0.0, 0.0, 102.0, 0.0, 0.0, 0.0, 0.0, 81.0, 0.0
AW, 0.0, 96.0, 0.0, 0.0, 0.0, 88.0, 0.0, 0.0, 0.0, 92.0, 0.0, 0.0
AX, 88.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 94.0, 77.0, 0.0, 0.0, 0.0
12 N(3) P(0.8) - 0
AY, 0.0, 96.0, 55.0, 49.0, 2.0, 7.0, 2.0, 6.0, 11.0, 6.0, 4.0, 1.0
AZ, 86.0, 0.0, 86.0, 87.0, 7.0, 2.0, 7.0, 4.0, 3.0, 9.0, 6.0, 3.0
BA, 70.0, 90.0, 0.0, 80.0, 4.0, 7.0, 4.0, 4.0, 5.0, 1.0, 3.0, 6.0
BB, 61.0, 68.0, 88.0, 0.0, 3.0, 5.0, 3.0, 5.0, 6.0, 4.0, 4.0, 5.0
BC, 3.0, 4.0, 4.0, 4.0, 0.0, 81.0, 67.0, 82.0, 2.0, 10.0, 3.0, 2.0
BD, 6.0, 5.0, 3.0, 3.0, 76.0, 0.0, 63.0, 71.0, 5.0, 6.0, 3.0, 5.0
BE, 6.0, 3.0, 3.0, 3.0, 74.0, 72.0, 0.0, 81.0, 6.0, 10.0, 4.0, 4.0
BF, 8.0, 2.0, 6.0, 3.0, 68.0, 77.0, 74.0, 0.0, 6.0, 5.0, 4.0, 4.0
BG, 6.0, 6.0, 2.0, 1.0, 8.0, 5.0, 8.0, 3.0, 0.0, 93.0, 64.0, 79.0
BH, 5.0, 5.0, 3.0, 1.0, 2.0, 5.0, 5.0, 7.0, 74.0, 0.0, 78.0, 79.0
BI, 6.0, 5.0, 5.0, 7.0, 7.0, 10.0, 7.0, 7.0, 98.0, 79.0, 0.0, 88.0
BJ, 2.0, 6.0, 9.0, 4.0, 4.0, 5.0, 4.0, 5.0, 70.0, 72.0, 65.0, 0.0
12 N(3) P(0.8) - 1
BK, 0.0, 3.0, 77.0, 6.0, 5.0, 3.0, 88.0, 75.0, 5.0, 2.0, 8.0, 10.0
BL, 8.0, 0.0, 8.0, 4.0, 5.0, 79.0, 6.0, 5.0, 74.0, 2.0, 82.0, 11.0
BM, 94.0, 3.0, 0.0, 3.0, 2.0, 4.0, 72.0, 84.0, 7.0, 5.0, 12.0, 5.0
BN, 4.0, 4.0, 6.0, 0.0, 76.0, 3.0, 6.0, 3.0, 4.0, 78.0, 3.0, 80.0
BO, 4.0, 5.0, 5.0, 83.0, 0.0, 10.0, 1.0, 8.0, 4.0, 93.0, 4.0, 83.0
BP, 5.0, 52.0, 6.0, 2.0, 6.0, 0.0, 6.0, 2.0, 71.0, 6.0, 82.0, 2.0
BQ, 67.0, 5.0, 65.0, 7.0, 4.0, 7.0, 0.0, 91.0, 4.0, 5.0, 5.0, 1.0
BR, 75.0, 3.0, 75.0, 2.0, 5.0, 5.0, 89.0, 0.0, 1.0, 5.0, 5.0, 3.0
BS, 6.0, 83.0, 2.0, 6.0, 2.0, 75.0, 5.0, 6.0, 0.0, 5.0, 62.0, 5.0
BT, 6.0, 5.0, 6.0, 71.0, 72.0, 10.0, 4.0, 4.0, 6.0, 0.0, 2.0, 75.0
BU, 6.0, 68.0, 5.0, 8.0, 4.0, 66.0, 1.0, 4.0, 77.0, 8.0, 0.0, 6.0
BV, 8.0, 4.0, 4.0, 73.0, 60.0, 3.0, 8.0, 2.0, 2.0, 67.0, 5.0, 0.0
12 N(3) P(0.5) - 0
BW, 0.0, 51.0, 53.0, 49.0, 15.0, 9.0, 11.0, 11.0, 15.0, 8.0, 8.0, 14.0
BX, 58.0, 0.0, 54.0, 50.0, 13.0, 11.0, 11.0, 21.0, 13.0, 11.0, 12.0, 17.0
BY, 56.0, 46.0, 0.0, 64.0, 9.0, 14.0, 12.0, 11.0, 7.0, 11.0, 12.0, 18.0
BZ, 50.0, 59.0, 68.0, 0.0, 9.0, 11.0, 15.0, 15.0, 13.0, 15.0, 16.0, 7.0
CA, 8.0, 17.0, 15.0, 10.0, 0.0, 76.0, 54.0, 46.0, 12.0, 16.0, 10.0, 11.0
CB, 18.0, 11.0, 12.0, 9.0, 51.0, 0.0, 59.0, 64.0, 8.0, 13.0, 11.0, 11.0
